"Freq [Hz]","DCR(NetC8_1_39:Source1,NetC8_1_39:Source1) [uOhm]","DCR(NetC8_2_542:Source3,NetC8_2_542:Source3) [uOhm]","DCR(NetMT6_1_176:Source2,NetMT6_1_176:Source2) [uOhm]"
50,849.613398282257,666.459438602719,432.081157857561
