"Freq [Hz]","DCL(NetC8_1_39:Source1,NetC8_1_39:Source1) [nH]","DCL(NetC8_2_542:Source3,NetC8_2_542:Source3) [nH]","DCL(NetMT6_1_176:Source2,NetMT6_1_176:Source2) [nH]"
50,7.06154058784555,5.70100891525736,7.40379005129055
